case_id,head_idx,threshold,label_available,gt_is_positive,pred_is_positive,dice,iou,precision,recall,intersection_pixels,pred_foreground_pixels,gt_foreground_pixels,total_pixels
siim_009074,3,0.5,True,False,False,1.0,1.0,1.0,1.0,0,0,0,262144
siim_009075,3,0.5,True,False,False,1.0,1.0,1.0,1.0,0,0,0,262144
siim_009074,3,0.55,True,False,False,1.0,1.0,1.0,1.0,0,0,0,262144
siim_009075,3,0.55,True,False,False,1.0,1.0,1.0,1.0,0,0,0,262144
siim_009074,3,0.6,True,False,False,1.0,1.0,1.0,1.0,0,0,0,262144
siim_009075,3,0.6,True,False,False,1.0,1.0,1.0,1.0,0,0,0,262144
siim_009074,3,0.65,True,False,False,1.0,1.0,1.0,1.0,0,0,0,262144
siim_009075,3,0.65,True,False,False,1.0,1.0,1.0,1.0,0,0,0,262144
siim_009074,3,0.7,True,False,False,1.0,1.0,1.0,1.0,0,0,0,262144
siim_009075,3,0.7,True,False,False,1.0,1.0,1.0,1.0,0,0,0,262144
siim_009074,3,0.75,True,False,False,1.0,1.0,1.0,1.0,0,0,0,262144
siim_009075,3,0.75,True,False,False,1.0,1.0,1.0,1.0,0,0,0,262144
siim_009074,3,0.8,True,False,False,1.0,1.0,1.0,1.0,0,0,0,262144
siim_009075,3,0.8,True,False,False,1.0,1.0,1.0,1.0,0,0,0,262144
siim_009074,3,0.85,True,False,False,1.0,1.0,1.0,1.0,0,0,0,262144
siim_009075,3,0.85,True,False,False,1.0,1.0,1.0,1.0,0,0,0,262144
siim_009074,3,0.9,True,False,False,1.0,1.0,1.0,1.0,0,0,0,262144
siim_009075,3,0.9,True,False,False,1.0,1.0,1.0,1.0,0,0,0,262144
siim_009074,3,0.95,True,False,False,1.0,1.0,1.0,1.0,0,0,0,262144
siim_009075,3,0.95,True,False,False,1.0,1.0,1.0,1.0,0,0,0,262144
siim_009074,5,0.05,True,False,False,1.0,1.0,1.0,1.0,0,0,0,262144
siim_009075,5,0.05,True,False,False,1.0,1.0,1.0,1.0,0,0,0,262144
siim_009074,5,0.1,True,False,False,1.0,1.0,1.0,1.0,0,0,0,262144
siim_009075,5,0.1,True,False,False,1.0,1.0,1.0,1.0,0,0,0,262144
siim_009074,5,0.15,True,False,False,1.0,1.0,1.0,1.0,0,0,0,262144
siim_009075,5,0.15,True,False,False,1.0,1.0,1.0,1.0,0,0,0,262144
siim_009074,5,0.2,True,False,False,1.0,1.0,1.0,1.0,0,0,0,262144
siim_009075,5,0.2,True,False,False,1.0,1.0,1.0,1.0,0,0,0,262144
siim_009074,5,0.25,True,False,False,1.0,1.0,1.0,1.0,0,0,0,262144
siim_009075,5,0.25,True,False,False,1.0,1.0,1.0,1.0,0,0,0,262144
siim_009074,5,0.3,True,False,False,1.0,1.0,1.0,1.0,0,0,0,262144
siim_009075,5,0.3,True,False,False,1.0,1.0,1.0,1.0,0,0,0,262144
siim_009074,5,0.35,True,False,False,1.0,1.0,1.0,1.0,0,0,0,262144
siim_009075,5,0.35,True,False,False,1.0,1.0,1.0,1.0,0,0,0,262144
siim_009074,5,0.4,True,False,False,1.0,1.0,1.0,1.0,0,0,0,262144
siim_009075,5,0.4,True,False,False,1.0,1.0,1.0,1.0,0,0,0,262144
siim_009074,5,0.45,True,False,False,1.0,1.0,1.0,1.0,0,0,0,262144
siim_009075,5,0.45,True,False,False,1.0,1.0,1.0,1.0,0,0,0,262144
siim_009074,5,0.5,True,False,False,1.0,1.0,1.0,1.0,0,0,0,262144
siim_009075,5,0.5,True,False,False,1.0,1.0,1.0,1.0,0,0,0,262144
siim_009074,5,0.55,True,False,False,1.0,1.0,1.0,1.0,0,0,0,262144
siim_009075,5,0.55,True,False,False,1.0,1.0,1.0,1.0,0,0,0,262144
siim_009074,5,0.6,True,False,False,1.0,1.0,1.0,1.0,0,0,0,262144
siim_009075,5,0.6,True,False,False,1.0,1.0,1.0,1.0,0,0,0,262144
siim_009074,5,0.65,True,False,False,1.0,1.0,1.0,1.0,0,0,0,262144
siim_009075,5,0.65,True,False,False,1.0,1.0,1.0,1.0,0,0,0,262144
siim_009074,5,0.7,True,False,False,1.0,1.0,1.0,1.0,0,0,0,262144
siim_009075,5,0.7,True,False,False,1.0,1.0,1.0,1.0,0,0,0,262144
siim_009074,5,0.75,True,False,False,1.0,1.0,1.0,1.0,0,0,0,262144
siim_009075,5,0.75,True,False,False,1.0,1.0,1.0,1.0,0,0,0,262144
siim_009074,5,0.8,True,False,False,1.0,1.0,1.0,1.0,0,0,0,262144
siim_009075,5,0.8,True,False,False,1.0,1.0,1.0,1.0,0,0,0,262144
siim_009074,5,0.85,True,False,False,1.0,1.0,1.0,1.0,0,0,0,262144
siim_009075,5,0.85,True,False,False,1.0,1.0,1.0,1.0,0,0,0,262144
siim_009074,5,0.9,True,False,False,1.0,1.0,1.0,1.0,0,0,0,262144
siim_009075,5,0.9,True,False,False,1.0,1.0,1.0,1.0,0,0,0,262144
siim_009074,5,0.95,True,False,False,1.0,1.0,1.0,1.0,0,0,0,262144
siim_009075,5,0.95,True,False,False,1.0,1.0,1.0,1.0,0,0,0,262144
