step,case_ids,loss_total,loss_dice_focal,loss_bce_with_logits,prob_min,prob_max,prob_mean,prob_std,prob_nan_count,prob_inf_count,logits_min,logits_max,logits_mean,logits_std,logits_nan_count,logits_inf_count,pred_pos_pixel_ratio,pred_non_empty_rate,grad_norm_l2_total,grad_nonfinite_count,frozen_backbone_grad_present,trainable_non_backbone_grad_present,trainable_non_backbone_grad_nonzero,step_ms
12,siim_000007,1.7670544385910034,1.0389442443847656,0.7281101942062378,0.5137299299240112,0.5214405655860901,0.5171758532524109,0.0018689279677346349,0,0,0.054933566600084305,0.08581484109163284,0.0687313824892044,0.00748487887904048,0,0,1.0,1.0,0.6705758744357696,0,0,90,90,6827.911
13,siim_000030,1.7490745782852173,1.0229512453079224,0.7261233329772949,0.5126963257789612,0.5212645530700684,0.516485869884491,0.0021451960783451796,0,0,0.050796207040548325,0.08510942757129669,0.06596846133470535,0.008590430952608585,0,0,1.0,1.0,0.6609118441106308,0,0,90,90,6686.25
14,siim_000008,1.7653143405914307,1.0387496948242188,0.7265645861625671,0.5128377079963684,0.5209286212921143,0.5164281129837036,0.0020744733046740294,0,0,0.0513620488345623,0.0837632492184639,0.06573738157749176,0.008306977339088917,0,0,1.0,1.0,0.6677125357329816,0,0,90,90,6604.741
15,siim_000033,1.754357099533081,1.0295627117156982,0.7247943878173828,0.5107679963111877,0.5210695862770081,0.5157313942909241,0.002438317285850644,0,0,0.04307863861322403,0.08432834595441818,0.06294779479503632,0.009763120673596859,0,0,1.0,1.0,0.6683862484321244,0,0,90,90,6828.663
16,siim_000010,1.766374111175537,1.0388683080673218,0.7275058627128601,0.5121234655380249,0.5210389494895935,0.5168830752372742,0.00207920023240149,0,0,0.04850328341126442,0.08420553058385849,0.06755921244621277,0.008326125331223011,0,0,1.0,1.0,0.6493031943716575,0,0,90,90,6622.824
17,siim_000037,1.7579305171966553,1.0355699062347412,0.7223606705665588,0.5091215968132019,0.5208259224891663,0.514428436756134,0.002405045786872506,0,0,0.0364903062582016,0.08335189521312714,0.05773133039474487,0.0096285967156291,0,0,1.0,1.0,0.6872235663447059,0,0,90,90,6961.92
18,siim_000011,1.7597315311431885,1.0381280183792114,0.7216034531593323,0.5091066956520081,0.5208249092102051,0.5140215158462524,0.0024256077595055103,0,0,0.03643084689974785,0.08334777504205704,0.056102290749549866,0.009710699319839478,0,0,1.0,1.0,0.6891110870627051,0,0,90,90,6843.561
19,siim_000041,1.7471171617507935,1.025933861732483,0.7211833000183105,0.5120006799697876,0.5205903053283691,0.5140011310577393,0.0013646935112774372,0,0,0.04801202937960625,0.08240784704685211,0.0560196191072464,0.005463666282594204,0,0,1.0,1.0,0.6752993935265258,0,0,90,90,6862.306
20,siim_000012,1.752949595451355,1.0373777151107788,0.7155718803405762,0.5070261359214783,0.5205169916152954,0.5110822319984436,0.0022781849838793278,0,0,0.02810642495751381,0.08211401849985123,0.04433711618185043,0.00911885779350996,0,0,1.0,1.0,0.7373408091806138,0,0,90,90,7169.225
21,siim_000043,1.6754186153411865,0.9612653851509094,0.7141531705856323,0.5045952200889587,0.5203220248222351,0.5113334059715271,0.003259449964389205,0,0,0.018381454050540924,0.08133290708065033,0.04534325376152992,0.013045698404312134,0,0,1.0,1.0,0.6434405694105981,0,0,90,90,6742.221
22,siim_000014,1.7477467060089111,1.0368077754974365,0.7109389305114746,0.5041106343269348,0.5200660824775696,0.5088083744049072,0.0029359946493059397,0,0,0.01644285023212433,0.08030753582715988,0.03523853421211243,0.011749008670449257,0,0,1.0,1.0,0.7687813816711437,0,0,90,90,6879.621
23,siim_000049,1.7323980331420898,1.022012710571289,0.7103853225708008,0.5026446580886841,0.5201084017753601,0.508722722530365,0.0037735148798674345,0,0,0.010578845627605915,0.08047705143690109,0.03489648923277855,0.0150995384901762,0,0,1.0,1.0,0.7404372877599599,0,0,90,90,6727.393
24,siim_000015,1.7491226196289062,1.0369596481323242,0.712162971496582,0.4997652769088745,0.5198860764503479,0.5094058513641357,0.0034581166692078114,0,0,-0.0009388571488671005,0.07958631962537766,0.037629634141922,0.013837079517543316,0,0,0.9997673034667969,1.0,0.7105364645469603,0,0,90,90,6768.705
25,siim_000055,1.722793698310852,1.0217963457107544,0.7009973526000977,0.4968365430831909,0.519870936870575,0.5039466619491577,0.0038141990080475807,0,0,-0.012653876096010208,0.07952556759119034,0.01578802615404129,0.015259482897818089,0,0,0.8525848388671875,1.0,0.7802179750974972,0,0,90,90,6625.311
